lat,lng,on_demand,total_minutes,day,hour,sum_uni,sum_wei,pop_uni,pop_wei,seniority,found_rate,picking_speed,accepted_rate,rating,lat_store,lng_store,branch_size,city
-33.3919646,-70.5529099,True,38.0504800833333,18,20,4.0,0.0,-3.1546650419543,0.0,1,0.8368,2.79,0.68,5.0,-33.388057,-70.577558,1,0
-33.4452129,-70.6490977,False,219.12947795,19,18,19.0,0.8,-0.3530014660296836,2.19548775765921,2,0.772,2.13,1.0,4.96,-33.451695,-70.69216,33,0
-33.2667852146283,-70.63186985357,True,51.23769025,19,16,6.0,4.696,0.5168712743045393,3.245829959515062,2,0.8472,2.18,0.875,5.0,-33.2768535,-70.628167,33,0
-33.3397687224017,-70.5158596289444,False,,19,15,75.0,3.967,7.891703981465186,4.949064737653452,2,0.8724,2.67,0.92,4.96,-33.370765,-70.51242,33,0
-33.2600589383849,-70.6270874376905,True,,18,22,18.0,2.564,1.88289703882068,4.651110096326478,1,0.9467,2.31,0.727272727272727,4.7,-33.2768535,-70.628167,33,0
-33.4134718,-70.59683,False,135.986036766667,19,15,42.0,9.655,3.243043030954462,11.408189651945928,1,0.8741,2.0,0.92,4.96,-33.3865471,-70.5680753,33,0
-33.3129262895749,-70.6535684798015,False,165.259572516667,18,21,165.0,2.6870000000000003,0.1538913149851065,6.406455634398442,0,0.853,1.36,0.96,4.56,-33.2768535,-70.628167,33,0
-33.4115405,-70.5719501,True,80.8022299333333,19,0,33.0,1.336,-1.790550965339581,3.997374744207918,0,0.8392,1.54,0.96,4.92,-33.3865471,-70.5680753,33,0
-33.3298053570694,-70.5026838810357,True,34.7075699166667,19,13,5.0,0.0,0.097418784697859,0.0,1,0.9088,1.88,0.84,4.76,-33.370765,-70.51242,33,0
-33.3510207784326,-70.4779320712884,True,,19,17,71.0,0.0,0.4385330051070509,0.0,0,0.8987,0.91,0.96,4.72,-33.370765,-70.51242,33,0
-33.2646587,-70.6225582,True,37.30176755,19,19,19.0,2.07,0.8251498551466643,3.3589821131224,0,0.8758,1.55,0.92,4.84,-33.2768535,-70.628167,33,0
-33.4493262,-70.5531108,False,,19,19,139.0,10.699,10.981973594833027,12.05286038360382,2,0.8593,2.59,0.92,4.76,-33.460484,-70.545125,33,0
-33.4016480383895,-70.5340344006665,True,93.0977842,19,0,15.0,16.499999999999996,-6.839300505596505,2.3819502464180817,0,0.8851,1.41,1.0,4.88,-33.425203,-70.562614,1,0
-33.4341949,-70.6110583,False,,19,15,9.0,16.448999999999998,-4.804432673304062,1.7164951892799238,0,0.8813,1.5,0.96,4.76,-33.393631,-70.579691,2,0
-33.3485369266012,-70.5476099424667,True,84.594476,19,0,48.0,0.0,6.167796002085472,0.0,0,0.896,1.51,1.0,5.0,-33.370765,-70.51242,33,0
-33.5024340999999,-70.5254855,False,161.731987083333,19,14,33.0,0.664,-0.0641439018906046,1.694437465762899,2,0.8315,2.61,0.92,4.88,-33.460484,-70.545125,33,0
-33.2330593344507,-70.6698802646206,True,80.5650286666667,19,16,98.0,5.685,10.045493800739305,10.1908990265281,0,0.8743,1.0,1.0,4.84,-33.2768535,-70.628167,33,0
-33.371085,-70.5525634,False,110.9476861,18,23,80.0,2.677,-1.4248421539786933,1.3019161364611764,0,0.8448,1.48,1.0,4.95,-33.391386,-70.546601,17,0
-33.4174306,-70.5632489,True,68.59701975,18,20,20.0,0.2,-2.2151348874684667,0.3177880973765475,0,0.8876,0.83,0.92,4.92,-33.441246,-70.53545,33,0
-33.3216388305511,-70.5456392650818,True,91.1011845,18,22,36.0,2.3,6.546321618984479,2.2125359603712336,0,0.9091,1.25,1.0,4.8,-33.370765,-70.51242,33,0
-33.3436696,-70.5502790999999,False,112.901550333333,19,18,105.0,0.52,-5.220080922285306,1.0409167177621983,0,0.899,0.96,0.96,4.8,-33.370765,-70.51242,33,0
-33.3472272,-70.5488903,True,,19,19,9.0,0.0,1.9159554384361877,0.0,0,0.8607,1.28,1.0,4.56,-33.357558,-70.515415,17,0
-33.4243841186984,-70.6020685958027,False,105.981657916667,19,0,14.0,0.0,-6.535644885168775,0.0,1,0.8788,2.31,0.777777777777778,5.0,-33.4312825,-70.57874,17,0
-33.386889,-70.541795,False,88.2452986833333,19,19,1.0,0.0,-2.2779159943383904,0.0,2,0.8379,1.47,0.88,5.0,-33.406546,-70.599482,1,0
-33.4177259,-70.5746568,False,146.149627433333,19,19,44.0,6.1,-6.829847720246272,-1.1165237093089997,2,0.8308,1.88,0.96,5.0,-33.4312825,-70.57874,17,0
-33.2211713702608,-70.7012477616641,False,162.545016316667,18,21,50.0,1.5,1.833579348044512,1.4924162988693672,0,0.8389,1.04,0.96,4.84,-33.2768535,-70.628167,33,0
-33.4177617967566,-70.5870794132352,False,77.2241403333333,19,0,8.0,0.0,2.758824751425318,0.0,0,0.9034,1.55,1.0,4.8,-33.3865471,-70.5680753,33,0
-33.4552003,-70.6026859,False,,19,18,41.0,3.688,-2.54456519952729,6.336011436298756,0,0.8926,1.13,0.96,4.76,-33.474,-70.599,33,0
-33.4126535,-70.601742,True,113.021234783333,18,22,41.0,4.867999999999999,1.1333025792749485,11.912143537886598,2,0.8401,1.3,1.0,4.64,-33.3865471,-70.5680753,33,0
-33.3685432,-70.5120453,True,52.7301985833333,19,0,21.0,0.64,2.336455318292184,1.3289539413634492,0,0.8823,1.41,0.88,4.84,-33.370765,-70.51242,33,0
-33.4753920441607,-70.5218987166882,True,77.0368490166667,18,20,55.0,6.882,0.2948351532676796,9.58676750836842,0,0.8713,1.31,0.88,4.96,-33.460484,-70.545125,33,0
-33.3886470534991,-70.5002561593624,True,110.931801316667,19,0,63.0,4.135,-0.2385980163379331,6.445026569692845,0,0.8659,1.64,0.92,4.92,-33.4020235543,-70.5167273924,33,0
-33.3333974,-70.5466476,True,42.1827256333333,18,22,4.0,0.0,-7.612115635863607,0.0,1,0.8609,2.07,1.0,4.8,-33.355406,-70.537185,3,0
-33.3666993,-70.5063495,True,50.1711913,18,21,9.0,0.0,-1.957508563874512,0.0,2,0.8679,2.14,1.0,4.88,-33.357558,-70.515415,17,0
-33.4116516,-70.5731929,False,55.4583466,18,21,43.0,0.645,4.677158682321838,1.4739552830487936,2,0.8478,1.4,1.0,4.72,-33.3865471,-70.5680753,33,0
-33.3682976,-70.570553,False,62.39203635,19,16,14.0,1.975,1.0706012826517906,2.402881666642029,0,0.8346,1.51,1.0,4.72,-33.3865471,-70.5680753,33,0
-33.3845711647494,-70.536152606054,False,,19,16,1.0,0.0,-2.2779159943383904,0.0,3,0.8610823018458196,2.19,0.90827641969344,4.848428057553903,-33.390604,-70.547206,7,0
-33.4231644014176,-70.5719062380981,False,,19,19,17.0,7.112,-1.4838461065792476,12.25185491746904,2,0.8361,2.07,0.96,4.96,-33.441246,-70.53545,33,0
-33.4172003,-70.5896525,True,99.2115369333333,19,20,49.0,2.665,-0.1495271999288607,5.825733798227647,0,0.8589,1.3,1.0,4.84,-33.3865471,-70.5680753,33,0
-33.506285300823,-70.5288339605274,False,130.318143666667,19,20,50.0,1.6,-9.324653155658622,2.501088282527645,0,0.8467,1.35,0.88,4.8,-33.460484,-70.545125,33,0
-33.3266713594724,-70.5387312546372,False,87.2555372333333,19,19,37.0,5.13,10.209679898029725,2.5168108784962726,0,0.8785,1.87,1.0,4.8,-33.357558,-70.515415,17,0
-36.8020201246195,-73.0584557886974,True,73.6080502166667,18,22,35.0,0.1,-11.74468920564252,-0.3084902335169166,1,0.7829,1.7,0.92,4.96,-36.794925,-73.070126,33,1
-33.3554196793175,-70.5141501501203,True,49.38039925,18,20,10.0,0.5,1.41973881684655,0.8146374583853325,2,0.8529,2.17,0.96,5.0,-33.370765,-70.51242,33,0
-29.9440217646895,-71.2896540975827,True,97.97899335,19,23,33.0,2.285,-6.531670634721842,4.814599014718329,2,0.8093,1.67,0.96,4.84,-29.949186,-71.2685293,33,2
-33.4265437,-70.6090807,False,,19,17,16.0,0.0,2.968505938582502,0.0,2,0.8493,2.14,0.88,4.94,-33.4630009,-70.5753013,33,0
-33.4301027,-70.5729565,False,82.5244026,19,1,16.0,0.8,1.3972320709767354,2.673406465177141,0,0.8487,1.88,0.96,4.68,-33.441246,-70.53545,33,0
-33.3953471524186,-70.5541230257847,False,85.3823397666667,19,14,26.0,2.1,-7.89260017921007,3.072195883756117,0,0.833,1.92,0.954545454545455,4.93,-33.3865471,-70.5680753,33,0
-33.4405263,-70.6134321,False,,19,19,21.0,0.0,0.0494931814828211,0.0,2,0.856,2.38,0.96,5.0,-33.474,-70.599,33,0
-33.2396635,-70.6906611,False,69.1206155333333,19,14,33.0,0.0,2.8841711482567574,0.0,0,0.8639,1.03,0.96,4.76,-33.2768535,-70.628167,33,0
-33.4033751738402,-70.5968842076906,False,,19,17,28.0,0.0,-3.3350738245168623,0.0,0,0.8833,1.6,1.0,4.84,-33.431253,-70.609932,1,0
-33.4079016559139,-70.5757366865873,True,128.024323566667,18,22,26.0,0.6,-6.250127705403015,2.068652080039512,0,0.8577,1.48,0.88,4.64,-33.3865471,-70.5680753,33,0
-33.2365477724159,-70.7138592751465,True,,18,20,52.0,1.7,-6.977506665067292,1.6225295956164818,0,0.8792,0.92,1.0,4.68,-33.2768535,-70.628167,33,0
-33.4279128079563,-70.6161601738129,False,92.3272102833333,19,17,93.0,6.102,15.427203373223408,9.79420192195196,0,0.8672,0.75,0.96,5.0,-33.474,-70.599,33,0
-36.8673756957475,-73.0425416624686,True,98.2566348,18,21,63.0,2.6,-5.996915558369476,2.118289799404364,0,0.8611,1.63,0.88,4.92,-36.828629,-73.060345,33,1
-33.4240377,-70.5547866,False,131.6674538,19,17,111.0,4.443,9.48962994127917,9.161321498731876,0,0.8692,1.44,1.0,4.84,-33.441246,-70.53545,33,0
-33.3819225,-70.5174853,True,83.2394632833333,18,23,70.0,9.436000000000002,-2.177957427638918,8.01544313782578,0,0.8735,1.18,1.0,4.84,-33.370765,-70.51242,33,0
-33.4308181,-70.5942664999999,False,87.6563090666667,19,1,12.0,0.0,0.6208187407138299,0.0,0,0.8647,1.39,0.96,4.92,-33.4630009,-70.5753013,33,0
-33.3148671566554,-70.5452599661551,False,49.4886031166667,19,18,20.0,1.7799999999999998,-0.8059941977901406,4.507670838449237,0,0.8853,1.3,1.0,4.76,-33.370765,-70.51242,33,0
-33.3844277,-70.52186,True,,18,20,27.0,4.55,1.0385975184501244,6.21789708020536,0,0.871,0.95,0.92,4.96,-33.370765,-70.51242,33,0
-33.4386398,-70.5601989,True,24.7116183666667,18,19,1.0,0.0,-1.9723154694699547,0.0,1,0.7429,3.7,0.681818181818182,5.0,-33.441315,-70.535571,15,0
-33.4116899,-70.5897363,False,,19,20,5.0,0.0,-1.5676943863784445,0.0,1,0.8949,2.4,0.72,5.0,-33.3865471,-70.5680753,33,0
-33.3520646,-70.5053241,False,37.0807084,19,15,2.0,0.0,-4.250231463808345,0.0,0,0.8614,1.62,0.92,4.76,-33.355075,-70.537913,1,0
-33.4177609,-70.596744,False,134.571669683333,19,17,79.0,3.045,-8.12477351922596,4.127391622484922,0,0.8761,1.6,0.96,4.88,-33.3865471,-70.5680753,33,0
-33.38440416518,-70.6112407276663,True,81.7255671833333,18,20,13.0,2.7,0.666088958957141,-0.5010675816663462,0,0.8715,1.68,0.96,5.0,-33.4312825,-70.57874,17,0
-33.4272664,-70.593487,False,61.19884215,19,15,0.0,2.0,0.0,-1.3083475138124436,1,0.8395,3.22,0.96,5.0,-33.389402,-70.578242,2,0
-33.4085403,-70.5747858,False,,19,14,6.0,2.0,-3.642239795461771,1.8108273333332872,2,0.8315,1.64,1.0,4.8,-33.3865471,-70.5680753,33,0
-33.3978508958758,-70.5568562820554,False,105.720810733333,19,19,70.0,5.082999999999999,-8.649665227347482,8.85605772143018,1,0.8226,2.06,0.52,4.56,-33.3865471,-70.5680753,33,0
-33.4164168,-70.5610699,False,78.32347345,19,18,10.0,1.0,-6.909571655692093,2.4166280809967096,1,0.7838,2.4,0.96,4.96,-33.441246,-70.53545,33,0
-33.3537393612464,-70.5117950431824,True,71.15427955,19,15,3.0,0.0,-4.192180994532739,0.0,2,0.8345,1.24,0.96,4.96,-33.359768,-70.543273,3,0
-29.9450245991814,-71.2900281803278,True,93.9974,19,16,21.0,0.5,-5.3040476399324135,0.2728419045116076,2,0.8451,2.8,1.0,4.92,-29.949186,-71.2685293,33,2
-33.255164769629,-70.7261805566297,True,70.93790565,18,20,10.0,0.996,-7.613152966833816,1.873202313011637,2,0.8218,2.05,0.916666666666667,5.0,-33.2768535,-70.628167,33,0
-33.3161304,-70.6519258,True,59.22843135,19,15,77.0,5.557,10.033075624659029,7.93052879770034,0,0.8648,1.09,0.96,4.88,-33.2768535,-70.628167,33,0
-33.3718878,-70.571307,False,121.576014816667,19,18,50.0,7.14,-1.9668210732243216,11.67900577928648,0,0.8549,0.89,0.96,4.52,-33.3865471,-70.5680753,33,0
-33.3836321657864,-70.5786960285354,False,79.2174768166667,19,17,81.0,0.45,-15.242575437871825,0.5819675223359272,1,0.8526,1.0,0.8,5.0,-33.3865471,-70.5680753,33,0
-33.3963974034879,-70.5731492401981,False,97.6871174666667,19,20,30.0,0.3,-4.338637974245998,0.6566835547666693,1,0.8532,1.62,0.84,4.88,-33.3865471,-70.5680753,33,0
-33.3774076,-70.583381,False,122.140938783333,19,1,103.0,1.73,-10.385373784726946,2.0740062850398533,0,0.8861,1.26,1.0,4.84,-33.3865471,-70.5680753,33,0
-33.4532571,-70.6096656,False,,19,18,56.0,0.0,8.574137289503144,0.0,1,0.8610823018458196,2.19,0.625,4.848428057553903,-33.474,-70.599,33,0
-36.7552641,-73.0869284,False,112.441576833333,19,20,37.0,0.8,-9.01719490800759,1.1116594571510046,1,0.8777,1.57,0.84,4.8,-36.794925,-73.070126,33,1
-33.4181055257524,-70.5823745854674,True,50.6738288666667,18,19,11.0,0.0,0.1507739157586257,0.0,1,0.8185,2.8,0.88,4.88,-33.3865471,-70.5680753,33,0
-33.3770559,-70.5550086,False,38.2225967166667,19,17,1.0,0.0,-2.2779159943383904,0.0,2,0.8315,1.64,1.0,4.8,-33.386541,-70.56791,6,0
-33.4397902962105,-70.6000278,False,102.5345135,19,15,30.0,1.96,-1.1978927245589182,3.658700323420661,0,0.8431,1.53,1.0,4.88,-33.4630009,-70.5753013,33,0
-33.3759068150077,-70.5451244144969,False,148.905085583333,19,17,79.0,2.6,0.7539666111664434,3.311995193295095,0,0.8482,1.44,0.96,4.76,-33.3865471,-70.5680753,33,0
-33.3277424,-70.5428694999999,True,,18,21,2.0,0.0,-4.555831988676781,0.0,0,0.9208,1.54,0.92,4.92,-33.34313,-70.545393,19,0
-32.9284458,-71.546641,False,90.7471622666667,19,14,17.0,1.4329999999999998,-3.1814989842547075,5.667452126721368,0,0.8807,1.0,0.96,4.96,-32.931687,-71.518301,33,3
-33.3318650102424,-70.5387453362346,True,102.1264984,19,16,31.0,0.767,-2.1062370890215893,0.8350286787973914,0,0.9172,1.0,0.88,4.96,-33.357558,-70.515415,17,0
-33.3914075728767,-70.5270503541092,False,46.3480039166667,19,15,1.0,0.0,-1.5683335498340456,0.0,0,0.8804,1.22,0.96,4.96,-33.351663,-70.518798,1,0
-33.2573713,-70.6399226,True,80.5842740333333,19,18,88.0,2.018,-1.5225247048148605,3.305077024321733,0,0.8639,1.03,0.96,4.76,-33.2768535,-70.628167,33,0
-33.3363006583016,-70.549135543406,True,,18,21,82.0,1.475,5.123242036060171,2.537400153177199,0,0.9028,0.79,0.88,4.96,-33.370765,-70.51242,33,0
-33.2601757378556,-70.6425062037048,False,34.2694105,19,16,5.0,0.0,-5.126980511424256,0.0,2,0.8623,2.44,0.96,4.84,-33.277229,-70.628154,3,0
-33.3282837,-70.5169379,False,60.0239847833333,19,15,12.0,0.0,0.435703311635506,0.0,0,0.8702,1.44,0.92,4.76,-33.370765,-70.51242,33,0
-33.5697313827077,-70.561942756176,True,,19,18,20.0,0.0,0.9151439433360656,0.0,0,0.8835,1.75,1.0,5.0,-33.543943,-70.570808,33,0
-33.3741033346495,-70.525543485975,True,,18,22,34.0,8.435,2.713679863361988,11.994817163656704,0,0.9213,1.28,1.0,4.69,-33.370765,-70.51242,33,0
-33.0201149408175,-71.5219577411911,True,72.4792416,19,14,35.0,0.7010000000000001,4.71553110668663,2.5898271597668656,0,0.9009,1.42,1.0,4.76,-33.02586,-71.547009,33,3
-33.4507222,-70.6400145,False,129.224119916667,19,18,58.0,0.835,-4.241651164409426,2.337125524636105,0,0.8765,1.59,0.96,5.0,-33.484136,-70.621945,33,0
-33.45624066911,-70.5277740955353,True,,18,21,53.0,1.002,-4.37438452001594,2.41750897711737,2,0.8578,2.1,0.92,4.52,-33.460484,-70.545125,33,0
-33.5208539010086,-70.5611766502261,True,74.7952624,19,15,33.0,0.1,-4.006468199694897,0.1723181826494962,2,0.8401,2.45,0.88,4.96,-33.543943,-70.570808,33,0
-33.4115434,-70.5719971,True,127.079253133333,18,20,55.0,4.2,-4.149580285365877,6.378807756021186,0,0.8727,1.23,0.92,4.96,-33.3865471,-70.5680753,33,0
-33.4177681,-70.5795823,True,63.3286357833333,18,21,9.0,0.0,-1.3944522110731512,0.0,1,0.8432,1.86,0.68,4.67,-33.3865471,-70.5680753,33,0
-33.4351271053367,-70.5964922904968,False,64.9354191,18,22,2.0,0.0,-3.765866091691171,0.0,1,0.851,1.5,0.84,4.84,-33.417968,-70.606851,7,0
-33.2723689484959,-70.6197485457283,True,,19,14,22.0,1.0,1.769725276541671,2.293869152426684,0,0.8566,1.4,1.0,4.8,-33.2768535,-70.628167,33,0
-32.9406016,-71.5266218,True,47.1181240666667,18,21,57.0,6.0,-4.843346343163724,2.2951927054504604,1,0.8938,1.71,0.8,4.88,-32.931687,-71.518301,33,3
-33.037959723762,-71.5983554900541,False,84.5631214333333,19,16,22.0,1.615,0.2571693508480958,3.5568070896470414,0,0.9248,1.31,1.0,4.88,-33.048862,-71.603729,33,3
-36.7524021148717,-73.0914153903723,False,81.1454634166667,19,14,79.0,0.0,-2.877061710359784,0.0,0,0.8772,1.11,0.92,4.92,-36.794925,-73.070126,33,1
-29.9428698546192,-71.2871526657806,True,96.3884518166667,18,22,16.0,1.002,-3.297811334180177,2.41750897711737,2,0.8199,2.39,0.92,4.96,-29.949186,-71.2685293,33,2
-33.3966752541534,-70.5991851377967,True,,18,20,65.0,1.602,-9.530866021129446,6.787431432600526,0,0.8252,1.14,0.92,4.68,-33.3865471,-70.5680753,33,0
-33.4202000723069,-70.5782562866807,False,175.015111416667,19,14,16.0,0.0,-2.011784832153614,0.0,0,0.8649,1.26,1.0,4.8,-33.3865471,-70.5680753,33,0
-33.3934323,-70.7538774,False,104.166962383333,19,20,14.0,5.0,-3.536850738624695,2.16576060830696,1,0.8174,2.17,0.6,4.84,-33.479919,-70.752381,17,0
-33.4049525647646,-70.5917992255493,False,74.8228880333333,19,17,36.0,0.4,3.466568964680768,0.623388622244983,0,0.8837,1.0,0.92,4.92,-33.3865471,-70.5680753,33,0
-33.3408213,-70.5170953,True,30.2651271,19,15,1.0,0.0,-2.2779159943383904,0.0,1,0.81,4.26,0.88,4.76,-33.352317,-70.520777,2,0
-33.4341456,-70.6095746,False,96.71034405,19,14,50.0,2.535,0.6305181106278508,2.456447933185419,0,0.8554,1.2,0.88,4.96,-33.474,-70.599,33,0
-33.3882601,-70.5806137,False,159.760157416667,19,18,114.0,10.6,-6.731269214087713,13.215181816434518,0,0.8853,1.53,1.0,4.72,-33.3865471,-70.5680753,33,0
-33.4041237656444,-70.5332699418068,False,67.2463128,19,0,65.0,0.5,-3.390694579151856,0.2341735348468602,0,0.8528,1.5,1.0,4.64,-33.4020235543,-70.5167273924,33,0
-33.4559141,-70.5909688,False,,19,15,62.0,7.784,-11.585009625345911,10.535450156136074,1,0.9017,1.35,0.84,4.52,-33.4630009,-70.5753013,33,0
-33.3855426,-70.5707694,False,38.4228976666667,19,1,20.0,1.0,2.6722894613031967,1.3975100039746358,0,0.8615,1.16,0.92,4.92,-33.3865471,-70.5680753,33,0
-33.3745381414809,-70.5252511426806,False,,19,13,30.0,1.455,-11.75911957945095,4.276666055153966,0,0.8967,1.22,0.96,4.92,-33.370765,-70.51242,33,0
-33.4265936,-70.5629665,True,29.36221475,19,16,6.0,0.0,-0.6979842003671722,0.0,1,0.8718,2.0,0.68,4.92,-33.40386,-70.596359,3,0
-33.3260100647966,-70.5136879892938,False,126.7289729,19,0,100.0,7.056,3.620842271842343,10.178654700061603,0,0.8946,1.42,1.0,4.84,-33.370765,-70.51242,33,0
-33.3846413,-70.6112585,False,61.5225227333333,19,17,65.0,2.536,0.5247319021080423,4.399873078476849,1,0.8551,0.84,0.72,4.76,-33.3865471,-70.5680753,33,0
-33.4272664,-70.593487,False,53.7295109333333,19,15,18.0,1.923,3.4199565484485284,6.038145546320596,1,0.8246,1.5,0.76,4.72,-33.4630009,-70.5753013,33,0
-33.324201,-70.5127908,False,39.2646198,19,13,10.0,0.0,2.1884018136745933,0.0,0,0.899,0.96,0.96,4.8,-33.370765,-70.51242,33,0
-33.2729617,-70.6657151,True,133.154638083333,19,19,161.0,4.55,-4.593724866716969,6.626849488244785,0,0.9036,1.07,0.96,4.92,-33.2768535,-70.628167,33,0
-33.4177577287092,-70.5693840132915,False,127.730065883333,19,1,74.0,0.0,-15.021696498388698,0.0,0,0.8702,1.3,0.96,4.88,-33.3865471,-70.5680753,33,0
-33.4159123,-70.5682789,True,,19,18,49.0,2.358,-2.2809104883960654,5.052144098580479,0,0.8654,1.82,1.0,4.92,-33.3865471,-70.5680753,33,0
-33.4108425,-70.5787174,False,80.6779620166667,19,14,41.0,3.608,2.341776494547891,7.693534789340915,0,0.8981,1.37,0.96,4.8,-33.3865471,-70.5680753,33,0
-33.2775404303237,-70.64321243588,True,32.6699381333333,19,1,10.0,0.0,3.403911445463558,0.0,1,0.8452,2.8,0.84,4.73,-33.2768535,-70.628167,33,0
-33.3907356860955,-70.5033914144875,True,47.4861584833333,18,21,28.0,0.0,6.264680306301905,0.0,0,0.8595,1.54,0.96,4.64,-33.4020235543,-70.5167273924,33,0
-33.3808364908222,-70.5241326615214,True,62.59331105,18,20,13.0,0.0,-3.0691065965769155,0.0,1,0.81,4.26,0.88,4.76,-33.370765,-70.51242,33,0
-33.2593939579364,-70.6343929652859,False,59.0907158333333,19,15,12.0,2.09,-1.885358664332176,4.187152483789367,0,0.9036,1.07,0.96,4.92,-33.2768535,-70.628167,33,0
-33.412896,-70.57618,False,96.5095698666667,18,21,22.0,1.002,-4.00604747799476,2.41750897711737,0,0.8963,1.26,0.92,4.96,-33.3865471,-70.5680753,33,0
-33.3743828306407,-70.5262376999999,True,51.2248432166667,18,21,15.0,1.88,-8.555898624384668,0.3522914972803612,0,0.8429,1.25,0.96,4.52,-33.357558,-70.515415,17,0
