,shopper_id,seniority,found_rate,picking_speed,accepted_rate,rating
30,6316f41f8c516caaeb996cf65627aa53,0,0.8991,1.18,0.96,4.84
31,d7088004ba18d6a16280f794e698de3f,0,0.9274,0.96,0.88,4.76
32,8676329aec9bb5619f9b50d45f2df794,1,0.8308,3.89,0.947368421052632,5.0
33,7605bb3ea08faae0c786b882a27e9f60,0,0.8618,1.54,0.96,4.96
34,8386a689ebc114f3379c971ab3e163cf,1,0.8642,1.67,0.8,4.96
35,a3dda7060d3f254e05fb0e3b8f6017da,1,0.8251,1.5,0.84,4.79
36,cea50f5aa525cfe6d2f445fec7c8ef31,0,0.8529,1.98,0.933333333333333,4.86
37,8792104d9d78afa77415b8d640454248,1,0.85,1.62,0.68,4.96
38,326ad8eb45d2b9feea222f56ee1af4fe,0,0.8723,1.65,0.96,4.88
39,dd299f2cda42f8adec11d81cd3b042ad,0,0.8702,1.44,0.92,4.76
40,c2bfddf28414cfb9a1ff19e23dd6d8f5,0,0.8779,1.27,0.96,5.0
41,3037b3b45878cc009165ab18046545e2,3,0.8610823018458196,2.19,1.0,4.848428057553903
42,bbbc4c9a1b768b2b2ee21774d22da746,0,0.8513,1.24,1.0,4.96
43,d65438fbc71966e1738b328c494e57fd,0,0.8847,1.0,1.0,4.76
44,c9c267f3d6fdd69a60d29799a6692de7,1,0.8904,5.8,0.85,4.5
45,7364b2cb7b2acdaa8e02cfaf26218ec5,2,0.8935,2.62,0.96,4.85
46,7687298ece86a580b729fa3cb6b83e62,2,0.847,1.64,0.96,4.6
47,4c1529fab866a4d0468b0e638f224ad8,0,0.868,1.39,1.0,4.96
48,767014694eecb27868fcab3e18bbeb2d,3,0.8610823018458196,2.19,0.8,4.848428057553903
49,57787597f46a7bd275f9db5505ee28fc,2,0.8393,2.36,1.0,4.8
50,43ad600bfd3b16b220d90a1f6e25681e,3,0.8610823018458196,2.19,0.90827641969344,4.848428057553903
51,a28d244ac350d0e17d02535249326f61,0,0.8665,1.52,1.0,4.68
52,b8004e89911ba9d359147012b614a10c,1,0.8704,1.35,0.84,4.92
53,475ed2daf801a116bd8b6acdc248559a,1,0.8957,2.67,0.72,5.0
54,feb307a85642ff0971e8f7313797d1e3,1,0.8415,3.71,0.8,4.7
55,aa05ac5b30c08fbac060978b27e31e06,1,0.7869,1.38,0.84,4.88
56,a68dcb7157515a3a7a591d4eeb3e57b9,2,0.8598,1.71,1.0,5.0
57,84aa952b59f244a8da898691803184d1,1,0.8326,1.93,0.84,4.96
58,0de7ebc9de0ab6ba3883b5132b33265d,0,0.8832,1.25,1.0,4.84
59,125b47a78dd397e874a67ceffe11d6b2,0,0.8876,1.41,0.88,4.96
60,87bbbd8056558b96aeb77b4ecc75fef9,0,0.8668,1.76,0.88,4.84
61,a947d34bd13e2fed48d00b16b7c1250c,1,0.8315,3.01,1.0,4.71
62,5de1802b720ff50057f272a909e22285,2,0.8373,2.86,0.88,4.73
63,95cba03711228915f2aaa67a8924a1f8,0,0.87,1.62,1.0,4.8
64,321f6840d6c2bb17bf95b045111f9028,0,0.8627,1.3,1.0,4.92
65,0acfc1c6848f702b2a05b6836e0bed28,1,0.8381,4.14,0.68,4.82
66,d1937bc01acc23e2356c7b72436ecc43,2,0.8678,3.48,0.684210526315789,4.44
67,976e081c5c6b8b6fbe3fd624475cc3bf,0,0.8508,1.44,0.96,4.76
68,35d7a30208b12cc51bfe35d0b4dd5c22,2,0.8491,3.0,1.0,4.84
69,d29cf34486c68cf1d0ffce047dbf12e0,0,0.8388,1.63,0.96,4.96
70,7abe71bd35d9f9f61a63be0da45b04ca,0,0.9247,2.0,0.92,5.0
71,fe3c9f683121b6f5375e4563374001c3,2,0.8199,2.51,0.941176470588235,4.83
72,e79e83d545518d6c1d8db01005ba9ae7,2,0.8406,2.27,0.5,4.848428057553903
73,0359b2e8ae4c3c8c54fcd8b52e7c602f,0,0.8898,1.26,0.88,4.96
74,f7b266ae2977de7bac7350e3f91df9c9,2,0.9055,2.3,0.944444444444444,4.93
75,400a3180c79508917497cc13b9eb9e5e,2,0.8444,2.24,0.92,4.96
76,e2b468aa7dc6403f70ae7e20c22f15d6,0,0.7988,1.4,0.88,4.92
77,8702b72933e41553bba0f01066e31b9b,0,0.8788,1.13,0.88,4.76
78,83d6a03f8fb3064db8eefd411cfe4005,0,0.8574,1.29,0.92,4.88
79,dfb7ea1b0061ee7d8a1a88390c4542fe,0,0.8742,1.35,1.0,4.64
80,0a465867365796ef2a289aae1df7c777,2,0.874,1.92,0.96,4.92
81,56826790be20c63828d775dfced45380,0,0.875,1.44,1.0,4.96
82,b0f2a8d730aaab12e05dd80a3e39c5c3,0,0.8734,1.39,0.88,4.56
83,32cee31f8f74a1573a8e07fc90d456b9,1,0.8610823018458196,2.19,0.8,4.848428057553903
84,cdd00542c80fbbbca6c5d5896e4bb2f3,0,0.8951,1.55,1.0,4.33
85,49d7afb6d1690a17bf4eac837535b384,1,0.8591,1.68,0.6,4.88
86,6cf339c24a123cce6c880b191c89890f,2,0.8454,1.78,0.88,4.85
87,8dc9ab2f81b2cd025e64560d0e86f9ac,0,0.9112,1.23,0.88,5.0
88,b565a0f2f91256859059c8b9e931765b,0,0.8042,1.45,0.96,4.92
89,cdeb7cc1d0641c472a8218a46e732e64,2,0.8638,3.0,1.0,4.96
90,c17a080da39b996100228b084ce1deae,0,0.8706,1.11,0.88,4.72
91,588282cbd6354079db19206abbdeee15,1,0.8969,1.08,0.8,4.84
92,9cf7ed9a0a1085713af31f03684dd90a,1,0.8696,3.77,1.0,4.76
93,c9254fcff2b3ce2013ed9b3060cab654,0,0.8601,1.79,0.92,4.96
94,97e0a3808cf7080b24833df183865280,0,0.9034,1.55,1.0,4.8
95,d54402197f06867bd4fb7db02d46b342,1,0.808,2.58,0.84,4.6
96,38e5ca5dd95debadc4f1c27fae3a1de8,0,0.8941,1.5,0.96,4.88
97,61590835443d52ace20c272d96979107,1,0.8916,2.23,0.76,4.84
98,7d343011a5987bf239e28069b45627f1,1,0.8545,3.15,0.96,4.88
99,7c44fb65297204f219665548fd056823,1,0.8517,2.25,0.96,4.88
100,3028c1fc0ba0a3a2a49258ff8cba5b9c,1,0.8610823018458196,2.19,1.0,4.848428057553903
101,57c80548a7b50673edb9e427f1f7de8a,0,0.8384,1.62,0.96,4.88
102,34baa64ac2a5b2482ecefaf501fd9db0,0,0.9144,0.92,0.96,4.92
103,9fe63dce939890f56c46e6789c295649,1,0.8307,2.15,0.8,4.92
104,40a740c65922de102d84b6f1f0244e9a,0,0.868,1.18,1.0,4.92
105,66e1447a0d19ca0643ced5391e5fd711,0,0.9142,1.5,1.0,4.88
106,777665b54a744eaaa4d18a189c14983a,2,0.8123,1.88,1.0,5.0
107,140ffd020b51c2c9918344f72b58749b,1,0.8938,1.5,0.48,5.0
108,06f05efdd665f329476fc45a42440400,0,0.8421,1.62,0.92,4.88
109,8b3f77f5ec46ac1074f0b1d1036cef31,0,0.8823,1.41,0.88,4.84
110,0881361c9075b9c8dac5f6875e64bb3e,0,0.814,1.57,1.0,4.88
111,faf5ccd65b2f0917f3469bda5e5ba966,0,0.8957,1.38,1.0,5.0
112,7dc16dbf2901b9dbfbabcf156e949213,0,0.8694,1.03,0.92,4.64
113,32982935fb03838bdbe351029aa75327,1,0.8717,2.12,0.6,4.88
114,f30b007cb162c79e447b378f043bd03e,0,0.8648,1.09,0.96,4.88
115,d481386b48f09bae2bbf7564e6fee7a3,1,0.8846,1.61,0.833333333333333,4.71
116,e7bdc01e2add73db8e3b2c23ff8d7b1a,0,0.8677,1.57,0.96,4.92
117,a28fd761edde758c15d7d3b009e59127,0,0.8513,1.11,0.92,4.48
118,eb1216b1304da40b2c97c13ae6bbc587,1,0.8423,1.45,0.785714285714286,5.0
119,51a3d849ed910c916ec466dd8874e8a0,1,0.8736,2.43,0.68,4.96
120,312d87d5d62ee211f55876dd7fe3165d,0,0.8665,1.75,0.96,4.68
121,e8d8877c3ee964b8e22d9c590887f1b4,1,0.758,1.65,0.8,4.44
122,c6c214ff81d45e3aa1211ca3b103bdef,0,0.8429,0.89,1.0,4.96
123,e6dbaffeac6c1a49a0ee447d34ac67d3,1,0.9178,3.12,0.36,4.96
124,0f7beb4ccc33233ad7724a607f711a83,0,0.879,1.25,1.0,5.0
125,025c2ef46f513511ac0a293e476ff18b,0,0.8735,1.28,0.92,4.84
126,9142155b2c404cf6fa3d25db2053da03,2,0.8473,2.3,0.92,4.88
127,dae7360f948c28c28711619ccda7d721,2,0.84,2.33,0.96,5.0
128,0b8c33cb6a51fd20c997360fe78a9246,1,0.8679,2.63,0.8,4.8
129,0d44edfd1d6a3a0a508b91ee5f35eb60,0,0.8424,1.73,0.88,4.88
130,b038909a517fe6d77362a72bc532f4c9,2,0.8535,2.3,0.95,4.56
131,4571e6a8f74826edebdcb4145d0e8afc,1,0.8692,2.2,0.6,4.76
132,5c7e67033397fb5f5f9086c5cfb68a48,0,0.876,1.22,1.0,4.84
133,19b41afb8ce3b5b4e295de624b0aa6fb,3,0.8610823018458196,2.19,0.90827641969344,4.848428057553903
134,3f6b594fc50f0ea408c51e097f99afd8,1,0.8610823018458196,2.19,0.90827641969344,4.848428057553903
135,f11112935e528ef069886fb55646bd8a,1,0.7975,2.02,0.55,4.89
136,b75f223318276cf55cf625e60a6fad46,0,0.8523,2.0,1.0,4.96
137,af3962ee4fa2a104e0323526c6ee744f,0,0.87,1.41,1.0,4.48
138,9589589c83fba2cf439f6ef8cb4842ed,0,0.8973,1.24,0.92,4.63
139,a5b97606d7c120b133204e011464f5ec,0,0.9012,1.85,0.92,4.8
140,4a18b0bc1d2d106fa71e656badd89bcf,0,0.8851,1.35,0.96,4.8
141,1d0dc68120296811db52042c3ed2d160,1,0.7857,2.0,0.736842105263158,5.0
142,0fe4df1ff473fbd602178bb7becc44ad,0,0.8784,1.17,0.92,4.76
143,15f43b05d6afac04d96154e66d027fe2,1,0.9487,1.43,0.8,5.0
144,42633ce03d6379d880150f99a6ef923c,0,0.8896,1.5,0.96,4.84
145,d0b3f6bf7e249e5ebb8d3129341773a2,2,0.8776,2.8,0.96,4.76
146,62fc7577822328c832ef7d43b4f62e63,1,0.8122,2.71,0.8,4.41
147,ce732e0dc6a5644781f052b4991475ef,0,0.8649,1.69,1.0,4.92
148,41ec99008ca2327cf27c2193be1c8367,0,0.8776,1.2,0.96,4.92
149,751f0f064ded97044e265388c27d118c,0,0.8971,1.27,0.96,4.96
150,9bd08c7476148c7c42477ac547cbcb39,0,0.8595,1.57,1.0,4.6
151,70dd746ffdfbde9158da4189d05669e9,0,0.8637,1.08,1.0,4.76
152,ff758d9d15c3b20b330dd9bfcb6c1c8c,0,0.8698,1.0,0.88,4.64
153,a8fee07357ed9bda93ce35aa5751c18b,1,0.8897,2.29,0.64,4.84
154,63133d2d12c58e452474ba4212e7cb70,2,0.7734,2.4,0.96,4.76
155,0702c18a0c97edcd2b1fee998051f580,0,0.901,1.59,0.96,4.88
156,61e4ad15c3ff928840ebd34407055b33,0,0.8946,1.82,1.0,4.84
157,4bf8bd78952f5674b1d02394cbcea17b,0,0.8908,1.0,1.0,4.68
158,39fb50af82e35b80a5030fee42db659a,1,0.8409,1.6,0.84,4.88
159,d9f3f42cc44eb21c1339d21704ce32c0,1,0.7895,3.77,0.826086956521739,4.79
160,29fd2439d31eb06ab3be338ba7a772cf,0,0.9036,1.33,0.96,4.8
161,cde4ebbb7ffdccd1b2e44277822998bd,0,0.8545,1.33,0.88,4.96
162,30d83c437d86989240742b94b3802934,0,0.9214,1.33,0.92,4.48
163,d457f3542c3e581d3ce1ead0d5c7a8d7,1,0.8506,1.5,0.8,4.92
164,b25ad5e17177b787bb9c76fbd9b7427d,1,0.8497,2.15,0.68,4.92
165,a3a1f5c6f68e71aa917dc4cc19a69a64,2,0.8645,2.18,0.88,4.76
166,dcb1ab8526b6d98d013619d4b80f6ccd,0,0.8842,2.0,0.88,4.92
167,29f7ccd36613855c5fef29f872e5e2e7,1,0.8696,3.33,0.681818181818182,5.0
168,2cd132751d30b9fac204d35c594d0772,0,0.8816,1.47,0.92,4.68
169,1236aeaa60141769d451038e9fa5baa2,0,0.8199,1.75,0.88,4.88
170,9322e287d34f4cf4ab14e4c319362f3c,0,0.8981,1.37,0.96,4.8
171,3cf2c527b7163e64b1de2a711489e9e2,2,0.788,2.41,0.96,4.88
172,1ad1bb5e2a66b622934a249c8c17ea10,0,0.868,1.56,0.96,4.8
173,d444ea260018ee44da5d4c838c23470b,0,0.887,1.28,0.92,4.76
174,1968a711a1d528af4aae162724719d35,0,0.8312,1.4,0.92,4.72
175,47487c2a47e9198d47ff71db5fb41d8c,0,0.8895,1.05,0.933333333333333,4.82
176,d201ea1ca25fa7aa1e80a2281c26e076,0,0.9647,1.0,0.96,4.36
177,ffc2cb64633520cc154b3611c18011fe,0,0.8716,1.42,0.92,4.88
178,75a533b94f8439b45d47bda59e172c14,0,0.8624,1.69,1.0,4.88
179,6cce2519d8735a5a0bc4ce1613bb108f,0,0.837,1.77,1.0,4.92
180,2b3e1b60ff9f95b5bf8f46834fae443a,0,0.8594,1.62,0.96,4.8
181,ce08566f8d0bffa0eed0508c3418bc76,1,0.8748,1.06,0.76,4.96
182,305555cf0f87d5ecf6516ddbe05fa660,1,0.8793,4.0,0.956521739130435,5.0
183,6009db2e3858bcb57f6c6fb244ef9802,3,0.8610823018458196,2.19,0.9,5.0
184,1883a5249a89d0dd19e4ed93a5936157,0,0.8721,1.45,1.0,4.64
185,e29909db21f10e298aeb49731431ee6d,0,0.8267,1.32,0.92,4.84
186,b8c4841cd08246f5ec2f9c53d23406b7,1,0.8954,1.73,0.72,4.92
187,0048333b469a4c9b55dc656475343cc8,1,0.8949,2.4,0.72,5.0
188,2d5ff227f3ddce82543c9da72d7834b1,0,0.872,1.4,0.92,4.92
189,ecc8531d720d6efcece011048a811173,0,0.8881,1.5,0.96,4.8
190,91ec90f884fcf2875293381082f10e06,0,0.833,1.92,0.954545454545455,4.93
191,ec6cdc7a90ba48ba683c89f87d47deaa,0,0.8504,1.92,0.92,4.83
192,f4356fbe2bf01fbceeba4e7087370e26,0,0.8611,1.43,0.96,4.92
193,a5aa925011c6400ad43b48ab5e974c01,1,0.8975,1.43,0.84,4.8
194,570bc67d15c62392bf98a8482af9ea51,1,0.8627,1.78,0.68,4.92
195,ae287d0c10dea345652b2462d2182628,0,0.853,1.36,0.96,4.56
196,a943bda36dbc670a8e65ee12ea79d1f2,2,0.8357,1.79,0.92,4.64
197,0478b5a35e96d2676fd19a90a0104107,2,0.8541,1.98,1.0,4.84
198,adf24140b0caf88a0af0602e977c72a0,0,0.8777,1.76,0.88,4.8
199,7fd3d7fbf192d6cc6bbd6eb250434e1d,0,0.878,1.04,0.96,4.96
200,6d09985f05dd8bfd1c6f30aec48cd44d,0,0.8458,1.83,0.96,5.0
201,64e11ad8bc37b90e862279a8470d68c1,0,0.8404,1.62,0.96,4.76
202,30779cffb9bee4825685266e9915f7b2,1,0.902,1.83,0.56,4.88
203,367c12c015d66caea6b252c28bc87d86,0,0.8456,1.93,0.96,4.8
204,e5795c4099978e770a02f5c56ff35a79,0,0.8462,1.5,0.96,4.68
205,e8eaa7ab90d6ffe2474100103b723e96,1,0.8098,3.74,0.92,4.72
206,929df12bda6382ae2bcf3e203920928b,2,0.8546,2.33,0.96,5.0
207,4586d139cf2842a7c46cc401080e5f13,1,0.8676,1.29,0.8,4.56
208,e7faa3b97e83b43a2b74190041770853,0,0.8867,1.63,0.92,4.95
209,94b1b6ddb8a2ff05d3cf2abcce44566b,2,0.8519,1.92,0.88,4.92
210,0307ea71788afc60ae9d852bb00df283,0,0.8799,1.31,0.96,4.72
211,1f3eade8491b3cddbddc156697597255,0,0.8942,1.23,0.96,4.68
212,8c7e4e2a0363a2cb2eac9f6b2f07fd0f,0,0.8904,1.37,1.0,4.8
213,88bc296a8329962ffb525bef9c50604e,0,0.882,1.5,0.92,4.76
214,73bbc6ba8de2be3ef2e385aae8a81662,1,0.8966,3.2,0.96,4.68
215,0760bebf011a6329de92dbd68f9d2307,1,0.8986,3.67,0.76,4.68
216,1a654492fca1a18c00388f5971fef0fb,0,0.86,1.7,0.92,4.68
217,63ecbc1bcc0a070f93719245e258693e,1,0.7829,2.3,0.6,5.0
218,ff3f460a43e255bccdbcc5e3fae1e164,2,0.8472,2.19,0.92,4.96
219,a86d0fe1ac1d3877a6f54d407d8b7a5c,1,0.8508,3.17,1.0,4.88
220,d84b42c699dbc315a5c4811d7cc211b8,1,0.8175,2.47,0.84,4.8
221,21524ea0c970164c553915d76591e258,2,0.7811,1.38,0.88,5.0
222,9684b7e5123718b92bf356e388704393,1,0.8610823018458196,2.19,0.5,4.848428057553903
223,726cd533e6d09380ef28bd51d9588db6,0,0.8889,1.64,1.0,4.9
224,3a542f085bad56f0e8205b2d440e7f70,0,0.8648,1.3,0.96,4.83
225,4a7136775aaddcf343b33c08a8b91889,0,0.871,0.95,0.92,4.96
226,da6f9fe698e3352a47cf01d0e954c67b,2,0.8199,2.39,0.92,4.96
227,6d9b37b042111ef775296ae9722f5844,1,0.8938,1.71,0.8,4.88
228,0cf231c2bde1055bc130563e9403cc1f,0,0.8869,0.94,0.92,4.8
229,fab3dd62cf0a2047ee28023a9b0c99ef,0,0.8594,1.38,0.96,4.8
230,0f5f937e301a1da4ea7828dcebcdb97c,0,0.8441,1.53,0.96,4.84
231,ad5a1173d56de245be0ffee173b471b4,1,0.8629,1.55,0.84,4.88
232,ba11435664fe378f92832b5ef034f802,2,0.8477,2.25,0.96,4.92
233,4f46b9e304ba6ba0ade57a731742004d,1,0.8289,3.2,0.72,4.92
234,20e1a05c9a4cfe0f1f55cf7dd284ae7c,0,0.8818,1.74,1.0,4.68
235,8a97e373f41647a98bc1b619ebdad05d,1,0.8286,4.0,0.80952380952381,4.83
236,5418a209057445099eea644446ce00b0,1,0.8933,3.0,0.8,4.92
237,d35f8bf4c84aa96150145d830d84043f,0,0.8727,1.18,0.96,4.56
238,276669a5e0c407a7004289f7cab9b0ba,0,0.8552,1.88,0.88,4.96
239,02d4988f27be9d9b85db17ef83802917,1,0.8610823018458196,2.19,1.0,5.0
240,cb4c01d4058d681d22d7c5103f265c0e,1,0.91,1.57,0.733333333333333,5.0
241,c7febef27c857e577a57bff878d8c62e,0,0.8725,1.33,0.92,4.48
242,ff96890007793d5c8031666da365bf3a,0,0.871,1.2,0.96,4.68
243,bd1f9300b07f47ce054682777085cb9a,1,0.8521,2.49,0.826086956521739,4.82
244,31ddd0a7d3b6ecaec3deec548d3a1a91,2,0.8161,2.17,0.888888888888889,4.8
245,1a0c52ea4947eb8c7dde78e1316aed8e,3,0.8610823018458196,2.19,0.90827641969344,4.848428057553903
246,20e69c2f609b5db35bb7644992d16f06,1,0.8758,1.67,0.44,4.96
247,2883ff11db1371441704020ca138274b,2,0.8394,2.06,0.96,4.84
248,4175dc36c93565f689025985b7933b5c,2,0.8406,2.56,1.0,5.0
249,ba0a6ad5d06a352ec2e6916c3d2335a2,0,0.8666,2.0,0.88,4.8
250,5001c5bce093d9d00bb5bbf6f611681b,0,0.8507,1.04,0.96,5.0
251,3ec97dda2d1eb0d9c2e89343cec80efa,1,0.8616,3.5,0.88,4.76
252,c2fa0beade531c325d19324da10b5a16,1,0.8610823018458196,2.19,0.526315789473684,5.0
253,f352b58dd37bf7f036753e219419ca02,1,0.8238,2.17,0.8,4.64
254,656892a485c952ad01a02645f384179c,0,0.8656,1.4,0.92,4.92
255,e8d873c1a370459c3bd51579c3026863,2,0.8257,2.0,0.92,4.8
256,780c34808b4dae0ca5dc5ece35382800,0,0.8977,0.9,1.0,4.92
257,f82005a6c1f951442611c7b45a6d9ffc,2,0.817,2.13,0.92,4.88
258,2e4911d2be6bfbb0a712fab06f264da9,0,0.9263,1.22,1.0,4.92
259,9aa9ad4fbac2a8f4377d6d8531dc100a,0,0.8887,1.36,0.88,5.0
260,6e85ee0389e15602332465676c7e10aa,1,0.9033,2.38,0.72,4.96
261,a4030d2b2c5b59de560f80d1225666fd,1,0.8503,3.89,0.782608695652174,4.6
262,40df63154656812548126b4382500bd8,0,0.8528,1.5,0.88,4.72
263,63a5d8ffe66da8343eddafb0dbdbbfa9,0,0.8851,1.41,1.0,4.88
264,2509b552894585ad240b5e0e31b1ad1f,0,0.8912,1.2,0.96,4.6
265,1a408bcef71d695a6652a76e676638e7,0,0.8639,1.45,1.0,4.8
266,5e12b8879b334557d82949bbd1fbc3df,0,0.9036,1.07,0.96,4.92
267,f6d0a76dc77e24b2647c3c3aea3c9129,2,0.8469,1.5,0.96,5.0
268,3ab847ef7dced8614b011dec28678e1e,0,0.8789,0.85,0.96,4.92
269,17ff68fec933b27f6f75f088914e8a2c,1,0.816,2.15,0.96,4.75
270,79b22811d55731baece75a4edaa8c757,1,0.8017,2.22,0.76,5.0
271,ad6907b42e9d4c001123b2cf448ca1f8,1,0.8763,4.12,0.92,4.89
272,a53829390f2b6b8a32853d1064b8fde2,0,0.8623,1.36,1.0,4.68
273,422af862430bd822fe24914e609b512c,1,0.856,1.79,0.84,4.84
274,abac5d30a73eeb371478211146a55f63,0,0.8951,1.12,0.88,4.84
275,98107ca907148949491f3c9fd7e43462,0,0.8678,1.2,0.92,4.88
276,5eb9c3c5a51b9fe90769e7bafa045b19,1,0.8959,1.29,0.8,4.88
277,5d4024ac6778ecb21438d0093adff142,0,0.8141,1.71,0.923076923076923,5.0
278,984a7f2aaf46793a71c48fb82c2e5d4a,0,0.8582,1.53,1.0,4.88
279,ef90c3dcb8b7703199e9a70615336819,1,0.8418,2.57,0.64,4.84
280,c88d705b500047c2d58968db18d3d6d6,1,0.827,2.67,0.36,4.84
281,b81068521be7f7a07366a063f825cd47,1,0.8558,2.84,0.8,4.76
282,00056ea65bd3eae66762510a5b3baef0,3,0.8610823018458196,2.19,0.75,4.88
283,b9b593c864b2d08a32aaa5b21beb6c45,0,0.8851,1.23,0.96,4.84
284,299a26e8130c6181e587a2a62d177fc9,0,0.8741,1.52,1.0,5.0
285,5e7cd896857d7e222f532e76956f7285,0,0.8802,1.51,0.92,4.72
286,65809f73edd17816d7c31f7a82361cbe,0,0.9007,1.26,0.88,4.92
287,b8bcfb246600c4e5ef4639425e8c8a76,0,0.858,1.2,1.0,4.88
288,9dc788c605cf6daf379bd5bf7fbd367e,0,0.875,1.64,0.92,4.88
289,751b537dfbc05ec7851cffa0ac995951,1,0.8477,2.18,0.8,4.8
290,a634a04a78ccc3e130e689a1eb211a59,0,0.8652,1.53,0.92,4.8
291,182b7483076d11b30acf2b15e6be496b,0,0.9207,1.42,0.96,4.92
292,f0b68203a5ad580eee0c4199da6e079b,1,0.7859,2.0,0.84,4.6
293,92ce0da04dc7370cdf2ab85232caa754,1,0.8301,3.12,0.857142857142857,5.0
294,9fcd592cb44ac353b091b7a423cb902e,0,0.8828,1.45,0.92,4.84
295,a4ee30930f97c8d850d4ff09562b3865,0,0.8853,1.61,0.96,4.76
296,3ecd354a8cb81e8186c75dc89a214eeb,0,0.8468,2.0,1.0,4.8
297,4d4f885f53a77c0b236213dbcbbc391b,0,0.8807,1.14,1.0,4.96
298,30e6ce40afedef2c13b971d838b081c9,0,0.8701,1.37,1.0,4.68
299,afbaefd809f8d29f32bc1673444acdcb,0,0.8667,1.47,1.0,4.72
300,874a11f4a5964ae7f80effe9bd547af5,0,0.8693,1.67,1.0,4.72
301,e19e06a7d918fde3a0d58a6e13e06089,0,0.8597,1.82,0.96,4.96
302,e83830b00794e9ae66ca813826060d5f,0,0.8389,1.4,1.0,4.88
303,05d663c1ffb86327422ea6d1a4108ecd,1,0.8352,2.91,0.8,4.88
304,7aae1f42d8e5874c7d152d60380e4161,1,0.8610823018458196,2.41,0.8571,4.848428057553903
305,6c6f27ebe63590ed2329111890194f4c,0,0.8608,1.26,0.92,4.88
306,0f397324b22531f9d9bd5644e1660312,1,0.8423,3.42,0.76,4.92
307,b859765d6cb28da9c2fad6904d9a3acc,1,0.8027,1.62,0.4,5.0
308,13b493246b8a9443998b00f55a3ee77e,0,0.8526,1.27,1.0,4.84
309,5c08f3aa6539b89d2bb0223a6d2bfebc,0,0.8201,1.65,1.0,4.92
310,917e46849813fa80d5d1bf0e1ae000d8,1,0.8833,1.88,0.727272727272727,5.0
311,7156ed9bdc017a45ebdd2314ed0130a4,0,0.9156,1.36,1.0,4.84
312,bced9c37ceaf3623a483b254ed24163a,1,0.8675,2.17,0.76,5.0
313,a5720815c504c39be43f86e68bdc39f7,0,0.8566,1.4,1.0,4.8
314,9da8a5d67f24092e573d5ba677fc1e1d,0,0.8582,1.55,1.0,4.6
315,9372e2873c8fccdb440a5c7abb0a1dd8,0,0.8635,1.2,1.0,4.84
316,59b2cd34a6e0ea59eeb4b131d759a053,1,0.7926,2.0,0.84,4.96
317,c8bf0c4f410bf35330bf1b7ae93f93dd,1,0.8525,1.77,0.72,4.72
318,d6a1a813714c8e9b046616866472834a,0,0.9034,0.96,0.96,4.84
